"","subject","race","outcome"
"2469",2469,"Black","Struck"
"2470",2470,"Black","Struck"
"2471",2471,"Black","Struck"
"2472",2472,"Black","Struck"
"2473",2473,"Black","Struck"
"2474",2474,"Black","Struck"
"2475",2475,"Black","Struck"
"2476",2476,"Black","Struck"
"2477",2477,"Black","Struck"
"2478",2478,"Black","Struck"
"2479",2479,"Black","Struck"
"2480",2480,"Black","Struck"
"2481",2481,"Black","Struck"
"2482",2482,"Black","Struck"
"2483",2483,"Black","Struck"
"2484",2484,"Black","Struck"
"2485",2485,"Black","Struck"
"2486",2486,"Black","Struck"
"2487",2487,"Black","Struck"
"2488",2488,"Black","Struck"
"2489",2489,"Black","Struck"
"2490",2490,"Black","Struck"
"2491",2491,"Black","Struck"
"2492",2492,"Black","Struck"
"2493",2493,"Black","Struck"
"2494",2494,"Black","Struck"
"2495",2495,"Black","Struck"
"2496",2496,"Black","Struck"
"2497",2497,"Black","Struck"
"2498",2498,"Black","Struck"
"2499",2499,"Black","Struck"
"2500",2500,"Black","Struck"
"2501",2501,"Black","Struck"
"2502",2502,"Black","Struck"
"2503",2503,"Black","Struck"
"2504",2504,"Black","Struck"
"2505",2505,"Black","Struck"
"2506",2506,"Black","Struck"
"2507",2507,"Black","Struck"
"2508",2508,"Black","Struck"
"2509",2509,"Black","Struck"
"2510",2510,"Black","Struck"
"2511",2511,"Black","Struck"
"2512",2512,"Black","Struck"
"2513",2513,"Black","Struck"
"2514",2514,"Black","Struck"
"2515",2515,"Black","Struck"
"2516",2516,"Black","Struck"
"2517",2517,"Black","Struck"
"2518",2518,"Black","Struck"
"2519",2519,"Black","Struck"
"2520",2520,"Black","Struck"
"2521",2521,"Black","Struck"
"2522",2522,"Black","Struck"
"2523",2523,"Black","Struck"
"2524",2524,"Black","Struck"
"2525",2525,"Black","Struck"
"2526",2526,"Black","Struck"
"2527",2527,"Black","Struck"
"2528",2528,"Black","Struck"
"2529",2529,"Black","Struck"
"2530",2530,"Black","Struck"
"2531",2531,"Black","Struck"
"2532",2532,"Black","Struck"
"2533",2533,"Black","Struck"
"2534",2534,"Black","Struck"
"2535",2535,"Black","Struck"
"2536",2536,"Black","Struck"
"2537",2537,"Black","Struck"
"2538",2538,"Black","Struck"
"2539",2539,"Black","Struck"
"2540",2540,"Black","Struck"
"2541",2541,"Black","Struck"
"2542",2542,"Black","Struck"
"2543",2543,"Black","Struck"
"2544",2544,"Black","Struck"
"2545",2545,"Black","Struck"
"2546",2546,"Black","Struck"
"2547",2547,"Black","Struck"
"2548",2548,"Black","Struck"
"2549",2549,"Black","Struck"
"2550",2550,"Black","Struck"
"2551",2551,"Black","Struck"
"2552",2552,"Black","Struck"
"2553",2553,"Black","Struck"
"2554",2554,"Black","Struck"
"2555",2555,"Black","Struck"
"2556",2556,"Black","Struck"
"2557",2557,"Black","Struck"
"2558",2558,"Black","Struck"
"2559",2559,"Black","Struck"
"2560",2560,"Black","Struck"
"2561",2561,"Black","Struck"
"2562",2562,"Black","Struck"
"2563",2563,"Black","Struck"
"2564",2564,"Black","Struck"
"2565",2565,"Black","Struck"
"2566",2566,"Black","Struck"
"2567",2567,"Black","Struck"
"2568",2568,"Black","Struck"
"2569",2569,"Black","Struck"
"2570",2570,"Black","Struck"
"2571",2571,"Black","Struck"
"2572",2572,"Black","Struck"
"2573",2573,"Black","Struck"
"2574",2574,"Black","Struck"
"2575",2575,"Black","Struck"
"2576",2576,"Black","Struck"
"2577",2577,"Black","Struck"
"2578",2578,"Black","Struck"
"2579",2579,"Black","Struck"
"2580",2580,"Black","Struck"
"2581",2581,"Black","Struck"
"2582",2582,"Black","Struck"
"2583",2583,"Black","Struck"
"2584",2584,"Black","Struck"
"2585",2585,"Black","Struck"
"2586",2586,"Black","Struck"
"2587",2587,"Black","Struck"
"2588",2588,"Black","Struck"
"2589",2589,"Black","Struck"
"2590",2590,"Black","Struck"
"2591",2591,"Black","Struck"
"2592",2592,"Black","Struck"
"2593",2593,"Black","Struck"
"2594",2594,"Black","Struck"
"2595",2595,"Black","Struck"
"2596",2596,"Black","Struck"
"2597",2597,"Black","Struck"
"2598",2598,"Black","Struck"
"2599",2599,"Black","Struck"
"2600",2600,"Black","Struck"
"2601",2601,"Black","Struck"
"2602",2602,"Black","Struck"
"2603",2603,"Black","Struck"
"2604",2604,"Black","Struck"
"2605",2605,"Black","Struck"
"2606",2606,"Black","Struck"
"2607",2607,"Black","Struck"
"2608",2608,"Black","Struck"
"2609",2609,"Black","Struck"
"2610",2610,"Black","Struck"
"2611",2611,"Black","Struck"
"2612",2612,"Black","Struck"
"2613",2613,"Black","Struck"
"2614",2614,"Black","Struck"
"2615",2615,"Black","Struck"
"2616",2616,"Black","Struck"
"2617",2617,"Black","Struck"
"2618",2618,"Black","Struck"
"2619",2619,"Black","Struck"
"2620",2620,"Black","Struck"
"2621",2621,"Black","Struck"
"2622",2622,"Black","Struck"
"2623",2623,"Black","Struck"
"2624",2624,"Black","Struck"
"2625",2625,"Black","Struck"
"2626",2626,"Black","Struck"
"2627",2627,"Black","Struck"
"2628",2628,"Black","Struck"
"2629",2629,"Black","Struck"
"2630",2630,"Black","Struck"
"2631",2631,"Black","Struck"
"2632",2632,"Black","Struck"
"2633",2633,"Black","Struck"
"2634",2634,"Black","Struck"
"2635",2635,"Black","Struck"
"2636",2636,"Black","Struck"
"2637",2637,"Black","Struck"
"2638",2638,"Black","Struck"
"2639",2639,"Black","Struck"
"2640",2640,"Black","Struck"
"2641",2641,"Black","Struck"
"2642",2642,"Black","Struck"
"2643",2643,"Black","Struck"
"2644",2644,"Black","Struck"
"2645",2645,"Black","Struck"
"2646",2646,"Black","Struck"
"2647",2647,"Black","Struck"
"2648",2648,"Black","Struck"
"2649",2649,"Black","Struck"
"2650",2650,"Black","Struck"
"2651",2651,"Black","Struck"
"2652",2652,"Black","Struck"
"2653",2653,"Black","Struck"
"2654",2654,"Black","Struck"
"2655",2655,"Black","Struck"
"2656",2656,"Black","Struck"
"2657",2657,"Black","Struck"
"2658",2658,"Black","Struck"
"2659",2659,"Black","Struck"
"2660",2660,"Black","Struck"
"2661",2661,"Black","Struck"
"2662",2662,"Black","Struck"
"2663",2663,"Black","Struck"
"2664",2664,"Black","Struck"
"2665",2665,"Black","Struck"
"2666",2666,"Black","Struck"
"2667",2667,"Black","Struck"
"2668",2668,"Black","Struck"
"2669",2669,"Black","Struck"
"2670",2670,"Black","Struck"
"2671",2671,"Black","Struck"
"2672",2672,"Black","Struck"
"2673",2673,"Black","Struck"
"2674",2674,"Black","Struck"
"2675",2675,"Black","Struck"
"2676",2676,"Black","Struck"
"2677",2677,"Black","Struck"
"2678",2678,"Black","Struck"
"2679",2679,"Black","Struck"
"2680",2680,"Black","Struck"
"2681",2681,"Black","Struck"
"2682",2682,"Black","Struck"
"2683",2683,"Black","Struck"
"2684",2684,"Black","Struck"
"2685",2685,"Black","Struck"
"2686",2686,"Black","Struck"
"2687",2687,"Black","Struck"
"2688",2688,"Black","Struck"
"2689",2689,"Black","Struck"
"2690",2690,"Black","Struck"
"2691",2691,"Black","Struck"
"2692",2692,"Black","Struck"
"2693",2693,"Black","Struck"
"2694",2694,"Black","Struck"
"2695",2695,"Black","Struck"
"2696",2696,"Black","Struck"
"2697",2697,"Black","Struck"
"2698",2698,"Black","Struck"
"2699",2699,"Black","Struck"
"2700",2700,"Black","Struck"
"2701",2701,"Black","Struck"
"2702",2702,"Black","Struck"
"2703",2703,"Black","Struck"
"2704",2704,"Black","Struck"
"2705",2705,"Black","Struck"
"2706",2706,"Black","Struck"
"2707",2707,"Black","Struck"
"2708",2708,"Black","Struck"
"2709",2709,"Black","Struck"
"2710",2710,"Black","Struck"
"2711",2711,"Black","Struck"
"2712",2712,"Black","Struck"
"2713",2713,"Black","Struck"
"2714",2714,"Black","Struck"
"2715",2715,"Black","Struck"
"2716",2716,"Black","Struck"
"2717",2717,"Black","Struck"
"2718",2718,"Black","Struck"
"2719",2719,"Black","Struck"
"2720",2720,"Black","Struck"
"2721",2721,"Black","Struck"
"2722",2722,"Black","Struck"
"2723",2723,"Black","Struck"
"2724",2724,"Black","Struck"
"2725",2725,"Black","Struck"
"2726",2726,"Black","Struck"
"2727",2727,"Black","Struck"
"2728",2728,"Black","Struck"
"2729",2729,"Black","Struck"
"2730",2730,"Black","Struck"
"2731",2731,"Black","Struck"
"2732",2732,"Black","Struck"
"2733",2733,"Black","Struck"
"2734",2734,"Black","Struck"
"2735",2735,"Black","Struck"
"2736",2736,"Black","Struck"
"2737",2737,"Black","Struck"
"2738",2738,"Black","Struck"
"2739",2739,"Black","Struck"
"2740",2740,"Black","Struck"
"2741",2741,"Black","Struck"
"2742",2742,"Black","Struck"
"2743",2743,"Black","Struck"
"2744",2744,"Black","Struck"
"2745",2745,"Black","Struck"
"2746",2746,"Black","Struck"
"2747",2747,"Black","Struck"
"2748",2748,"Black","Struck"
"2749",2749,"Black","Struck"
"2750",2750,"Black","Struck"
"2751",2751,"Black","Struck"
"2752",2752,"Black","Struck"
"2753",2753,"Black","Struck"
"2754",2754,"Black","Struck"
"2755",2755,"Black","Struck"
"2756",2756,"Black","Struck"
"2757",2757,"Black","Struck"
"2758",2758,"Black","Struck"
"2759",2759,"Black","Struck"
"2760",2760,"Black","Struck"
"2761",2761,"Black","Struck"
"2762",2762,"Black","Struck"
"2763",2763,"Black","Struck"
"2764",2764,"Black","Struck"
"2765",2765,"Black","Struck"
"2766",2766,"Black","Struck"
"2767",2767,"Black","Struck"
"2768",2768,"Black","Struck"
"2769",2769,"Black","Struck"
"2770",2770,"Black","Struck"
"2771",2771,"Black","Struck"
"2772",2772,"Black","Struck"
"2773",2773,"Black","Struck"
"2774",2774,"Black","Struck"
"2775",2775,"Black","Struck"
"2776",2776,"Black","Struck"
"2777",2777,"Black","Struck"
"2778",2778,"Black","Struck"
"2779",2779,"Black","Struck"
"2780",2780,"Black","Struck"
"2781",2781,"Black","Struck"
"2782",2782,"Black","Struck"
"2783",2783,"Black","Struck"
"2784",2784,"Black","Struck"
"2785",2785,"Black","Struck"
"2786",2786,"Black","Struck"
"2787",2787,"Black","Struck"
"2788",2788,"Black","Struck"
"2789",2789,"Black","Struck"
"2790",2790,"Black","Struck"
"2791",2791,"Black","Struck"
"2792",2792,"Black","Struck"
"2793",2793,"Black","Struck"
"2794",2794,"Black","Struck"
"2795",2795,"Black","Struck"
"2796",2796,"Black","Struck"
"2797",2797,"Black","Struck"
"2798",2798,"Black","Struck"
"2799",2799,"Black","Struck"
"2800",2800,"Black","Struck"
"2801",2801,"Black","Struck"
"2802",2802,"Black","Struck"
"2803",2803,"Black","Struck"
"2804",2804,"Black","Struck"
"2805",2805,"Black","Struck"
"2806",2806,"Black","Struck"
"2807",2807,"Black","Struck"
"2808",2808,"Black","Struck"
"2809",2809,"Black","Struck"
"2810",2810,"Black","Struck"
"2811",2811,"Black","Struck"
"2812",2812,"Black","Struck"
"2813",2813,"Black","Struck"
"2814",2814,"Black","Struck"
"2815",2815,"Black","Struck"
"2816",2816,"Black","Struck"
"2817",2817,"Black","Struck"
"2818",2818,"Black","Struck"
"2819",2819,"Black","Struck"
"2820",2820,"Black","Struck"
"2821",2821,"Black","Struck"
"2822",2822,"Black","Struck"
"2823",2823,"Black","Struck"
"2824",2824,"Black","Struck"
"2825",2825,"Black","Struck"
"2826",2826,"Black","Struck"
"2827",2827,"Black","Struck"
"2828",2828,"Black","Struck"
"2829",2829,"Black","Struck"
"2830",2830,"Black","Struck"
"2831",2831,"Black","Struck"
"2832",2832,"Black","Struck"
"2833",2833,"Black","Struck"
"2834",2834,"Black","Struck"
"2835",2835,"Black","Struck"
"2836",2836,"Black","Struck"
"2837",2837,"Black","Struck"
"2838",2838,"Black","Struck"
"2839",2839,"Black","Struck"
"2840",2840,"Black","Struck"
"2841",2841,"Black","Struck"
"2842",2842,"Black","Struck"
"2843",2843,"Black","Struck"
"2844",2844,"Black","Struck"
"2845",2845,"Black","Struck"
"2846",2846,"Black","Struck"
"2847",2847,"Black","Struck"
"2848",2848,"Black","Struck"
"2849",2849,"Black","Struck"
"2850",2850,"Black","Struck"
"2851",2851,"Black","Struck"
"2852",2852,"Black","Struck"
"2853",2853,"Black","Struck"
"2854",2854,"Black","Struck"
"2855",2855,"Black","Struck"
"2856",2856,"Black","Struck"
"2857",2857,"Black","Struck"
"2858",2858,"Black","Struck"
"2859",2859,"Black","Struck"
"2860",2860,"Black","Struck"
"2861",2861,"Black","Struck"
"2862",2862,"Black","Struck"
"2863",2863,"Black","Struck"
"2864",2864,"Black","Struck"
"2865",2865,"Black","Struck"
"2866",2866,"Black","Struck"
"2867",2867,"Black","Struck"
"2868",2868,"Black","Struck"
"2869",2869,"Black","Struck"
"2870",2870,"Black","Struck"
"2871",2871,"Black","Struck"
"2872",2872,"Black","Struck"
"2873",2873,"Black","Struck"
"2874",2874,"Black","Struck"
"2875",2875,"Black","Struck"
"2876",2876,"Black","Struck"
"2877",2877,"Black","Struck"
"2878",2878,"Black","Struck"
"2879",2879,"Black","Struck"
"2880",2880,"Black","Struck"
"2881",2881,"Black","Struck"
"2882",2882,"Black","Struck"
"2883",2883,"Black","Struck"
"2884",2884,"Black","Struck"
"2885",2885,"Black","Struck"
"2886",2886,"Black","Struck"
"2887",2887,"Black","Struck"
"2888",2888,"Black","Struck"
"2889",2889,"Black","Struck"
"2890",2890,"Black","Struck"
"2891",2891,"Black","Struck"
"2892",2892,"Black","Struck"
"2893",2893,"Black","Struck"
"2894",2894,"Black","Struck"
"2895",2895,"Black","Struck"
"2896",2896,"Black","Struck"
"2897",2897,"Black","Struck"
"2898",2898,"Black","Struck"
"2899",2899,"Black","Struck"
"2900",2900,"Black","Struck"
"2901",2901,"Black","Struck"
"2902",2902,"Black","Struck"
"2903",2903,"Black","Struck"
"2904",2904,"Black","Struck"
"2905",2905,"Black","Struck"
"2906",2906,"Black","Struck"
"2907",2907,"Black","Struck"
"2908",2908,"Black","Struck"
"2909",2909,"Not Black","Accepted"
"2910",2910,"Not Black","Accepted"
"2911",2911,"Not Black","Accepted"
"2912",2912,"Not Black","Accepted"
"2913",2913,"Not Black","Accepted"
"2914",2914,"Not Black","Accepted"
"2915",2915,"Not Black","Accepted"
"2916",2916,"Not Black","Accepted"
"2917",2917,"Not Black","Accepted"
"2918",2918,"Not Black","Accepted"
"2919",2919,"Not Black","Accepted"
"2920",2920,"Not Black","Accepted"
"2921",2921,"Not Black","Accepted"
"2922",2922,"Not Black","Accepted"
"2923",2923,"Not Black","Accepted"
"2924",2924,"Not Black","Accepted"
"2925",2925,"Not Black","Accepted"
"2926",2926,"Not Black","Accepted"
"2927",2927,"Not Black","Accepted"
"2928",2928,"Not Black","Accepted"
"2929",2929,"Not Black","Accepted"
"2930",2930,"Not Black","Accepted"
"2931",2931,"Not Black","Accepted"
"2932",2932,"Not Black","Accepted"
"2933",2933,"Not Black","Accepted"
"2934",2934,"Not Black","Accepted"
"2935",2935,"Not Black","Accepted"
"2936",2936,"Not Black","Accepted"
"2937",2937,"Not Black","Accepted"
"2938",2938,"Not Black","Accepted"
"2939",2939,"Not Black","Accepted"
"2940",2940,"Not Black","Accepted"
"2941",2941,"Not Black","Accepted"
"2942",2942,"Not Black","Accepted"
"2943",2943,"Not Black","Accepted"
"2944",2944,"Not Black","Accepted"
"2945",2945,"Not Black","Accepted"
"2946",2946,"Not Black","Accepted"
"2947",2947,"Not Black","Accepted"
"2948",2948,"Not Black","Accepted"
"2949",2949,"Not Black","Accepted"
"2950",2950,"Not Black","Accepted"
"2951",2951,"Not Black","Accepted"
"2952",2952,"Not Black","Accepted"
"2953",2953,"Not Black","Accepted"
"2954",2954,"Not Black","Accepted"
"2955",2955,"Not Black","Accepted"
"2956",2956,"Not Black","Accepted"
"2957",2957,"Not Black","Accepted"
"2958",2958,"Not Black","Accepted"
"2959",2959,"Not Black","Accepted"
"2960",2960,"Not Black","Accepted"
"2961",2961,"Not Black","Accepted"
"2962",2962,"Not Black","Accepted"
"2963",2963,"Not Black","Accepted"
"2964",2964,"Not Black","Accepted"
"2965",2965,"Not Black","Accepted"
"2966",2966,"Not Black","Accepted"
"2967",2967,"Not Black","Accepted"
"2968",2968,"Not Black","Accepted"
"2969",2969,"Not Black","Accepted"
"2970",2970,"Not Black","Accepted"
"2971",2971,"Not Black","Accepted"
"2972",2972,"Not Black","Accepted"
"2973",2973,"Not Black","Accepted"
"2974",2974,"Not Black","Accepted"
"2975",2975,"Not Black","Accepted"
"2976",2976,"Not Black","Accepted"
"2977",2977,"Not Black","Accepted"
"2978",2978,"Not Black","Accepted"
"2979",2979,"Not Black","Accepted"
"2980",2980,"Not Black","Accepted"
"2981",2981,"Not Black","Accepted"
"2982",2982,"Not Black","Accepted"
"2983",2983,"Not Black","Accepted"
"2984",2984,"Not Black","Accepted"
"2985",2985,"Not Black","Accepted"
"2986",2986,"Not Black","Accepted"
"2987",2987,"Not Black","Accepted"
"2988",2988,"Not Black","Accepted"
"2989",2989,"Not Black","Accepted"
"2990",2990,"Not Black","Accepted"
"2991",2991,"Not Black","Accepted"
"2992",2992,"Not Black","Accepted"
"2993",2993,"Not Black","Accepted"
"2994",2994,"Not Black","Accepted"
"2995",2995,"Not Black","Accepted"
"2996",2996,"Not Black","Accepted"
"2997",2997,"Not Black","Accepted"
"2998",2998,"Not Black","Accepted"
"2999",2999,"Not Black","Accepted"
"3000",3000,"Not Black","Accepted"
"3001",3001,"Not Black","Accepted"
"3002",3002,"Not Black","Accepted"
"3003",3003,"Not Black","Accepted"
"3004",3004,"Not Black","Accepted"
"3005",3005,"Not Black","Accepted"
"3006",3006,"Not Black","Accepted"
"3007",3007,"Not Black","Accepted"
"3008",3008,"Not Black","Accepted"
"3009",3009,"Not Black","Accepted"
"3010",3010,"Not Black","Accepted"
"3011",3011,"Not Black","Accepted"
"3012",3012,"Not Black","Accepted"
"3013",3013,"Not Black","Accepted"
"3014",3014,"Not Black","Accepted"
"3015",3015,"Not Black","Accepted"
"3016",3016,"Not Black","Accepted"
"3017",3017,"Not Black","Accepted"
"3018",3018,"Not Black","Accepted"
"3019",3019,"Not Black","Accepted"
"3020",3020,"Not Black","Accepted"
"3021",3021,"Not Black","Accepted"
"3022",3022,"Not Black","Accepted"
"3023",3023,"Not Black","Accepted"
"3024",3024,"Not Black","Accepted"
"3025",3025,"Not Black","Accepted"
"3026",3026,"Not Black","Accepted"
"3027",3027,"Not Black","Accepted"
"3028",3028,"Not Black","Accepted"
"3029",3029,"Not Black","Accepted"
"3030",3030,"Not Black","Accepted"
"3031",3031,"Not Black","Accepted"
"3032",3032,"Not Black","Accepted"
"3033",3033,"Not Black","Accepted"
"3034",3034,"Not Black","Accepted"
"3035",3035,"Not Black","Accepted"
"3036",3036,"Not Black","Accepted"
"3037",3037,"Not Black","Accepted"
"3038",3038,"Not Black","Accepted"
"3039",3039,"Not Black","Accepted"
"3040",3040,"Not Black","Accepted"
"3041",3041,"Not Black","Accepted"
"3042",3042,"Not Black","Accepted"
"3043",3043,"Not Black","Accepted"
"3044",3044,"Not Black","Accepted"
"3045",3045,"Not Black","Accepted"
"3046",3046,"Not Black","Accepted"
"3047",3047,"Not Black","Accepted"
"3048",3048,"Not Black","Accepted"
"3049",3049,"Not Black","Accepted"
"3050",3050,"Not Black","Accepted"
"3051",3051,"Not Black","Accepted"
"3052",3052,"Not Black","Accepted"
"3053",3053,"Not Black","Accepted"
"3054",3054,"Not Black","Accepted"
"3055",3055,"Not Black","Accepted"
"3056",3056,"Not Black","Accepted"
"3057",3057,"Not Black","Accepted"
"3058",3058,"Not Black","Accepted"
"3059",3059,"Not Black","Accepted"
"3060",3060,"Not Black","Accepted"
"3061",3061,"Not Black","Accepted"
"3062",3062,"Not Black","Accepted"
"3063",3063,"Not Black","Accepted"
"3064",3064,"Not Black","Accepted"
"3065",3065,"Not Black","Accepted"
"3066",3066,"Not Black","Accepted"
"3067",3067,"Not Black","Accepted"
"3068",3068,"Not Black","Accepted"
"3069",3069,"Not Black","Accepted"
"3070",3070,"Not Black","Accepted"
"3071",3071,"Not Black","Accepted"
"3072",3072,"Not Black","Accepted"
"3073",3073,"Not Black","Accepted"
"3074",3074,"Not Black","Accepted"
"3075",3075,"Not Black","Accepted"
"3076",3076,"Not Black","Accepted"
"3077",3077,"Not Black","Accepted"
"3078",3078,"Not Black","Accepted"
"3079",3079,"Not Black","Accepted"
"3080",3080,"Not Black","Accepted"
"3081",3081,"Not Black","Accepted"
"3082",3082,"Not Black","Accepted"
"3083",3083,"Not Black","Accepted"
"3084",3084,"Not Black","Accepted"
"3085",3085,"Not Black","Accepted"
"3086",3086,"Not Black","Accepted"
"3087",3087,"Not Black","Accepted"
"3088",3088,"Not Black","Accepted"
"3089",3089,"Not Black","Accepted"
"3090",3090,"Not Black","Accepted"
"3091",3091,"Not Black","Accepted"
"3092",3092,"Not Black","Accepted"
"3093",3093,"Not Black","Accepted"
"3094",3094,"Not Black","Accepted"
"3095",3095,"Not Black","Accepted"
"3096",3096,"Not Black","Accepted"
"3097",3097,"Not Black","Accepted"
"3098",3098,"Not Black","Accepted"
"3099",3099,"Not Black","Accepted"
"3100",3100,"Not Black","Accepted"
"3101",3101,"Not Black","Accepted"
"3102",3102,"Not Black","Accepted"
"3103",3103,"Not Black","Accepted"
"3104",3104,"Not Black","Accepted"
"3105",3105,"Not Black","Accepted"
"3106",3106,"Not Black","Accepted"
"3107",3107,"Not Black","Accepted"
"3108",3108,"Not Black","Accepted"
"3109",3109,"Not Black","Accepted"
"3110",3110,"Not Black","Accepted"
"3111",3111,"Not Black","Accepted"
"3112",3112,"Not Black","Accepted"
"3113",3113,"Not Black","Accepted"
"3114",3114,"Not Black","Accepted"
"3115",3115,"Not Black","Accepted"
"3116",3116,"Not Black","Accepted"
"3117",3117,"Not Black","Accepted"
"3118",3118,"Not Black","Accepted"
"3119",3119,"Not Black","Accepted"
"3120",3120,"Not Black","Accepted"
"3121",3121,"Not Black","Accepted"
"3122",3122,"Not Black","Accepted"
"3123",3123,"Not Black","Accepted"
"3124",3124,"Not Black","Accepted"
"3125",3125,"Not Black","Accepted"
"3126",3126,"Not Black","Accepted"
"3127",3127,"Not Black","Accepted"
"3128",3128,"Not Black","Accepted"
"3129",3129,"Not Black","Accepted"
"3130",3130,"Not Black","Accepted"
"3131",3131,"Not Black","Accepted"
"3132",3132,"Not Black","Accepted"
"3133",3133,"Not Black","Accepted"
"3134",3134,"Not Black","Accepted"
"3135",3135,"Not Black","Accepted"
"3136",3136,"Not Black","Accepted"
"3137",3137,"Not Black","Accepted"
"3138",3138,"Not Black","Accepted"
"3139",3139,"Not Black","Accepted"
"3140",3140,"Not Black","Accepted"
"3141",3141,"Not Black","Accepted"
"3142",3142,"Not Black","Accepted"
"3143",3143,"Not Black","Accepted"
"3144",3144,"Not Black","Accepted"
"3145",3145,"Not Black","Accepted"
"3146",3146,"Not Black","Accepted"
"3147",3147,"Not Black","Accepted"
"3148",3148,"Not Black","Accepted"
"3149",3149,"Not Black","Accepted"
"3150",3150,"Not Black","Accepted"
"3151",3151,"Not Black","Accepted"
"3152",3152,"Not Black","Accepted"
"3153",3153,"Not Black","Accepted"
"3154",3154,"Not Black","Accepted"
"3155",3155,"Not Black","Accepted"
"3156",3156,"Not Black","Accepted"
"3157",3157,"Not Black","Accepted"
"3158",3158,"Not Black","Accepted"
"3159",3159,"Not Black","Accepted"
"3160",3160,"Not Black","Accepted"
"3161",3161,"Not Black","Accepted"
"3162",3162,"Not Black","Accepted"
"3163",3163,"Not Black","Accepted"
"3164",3164,"Not Black","Accepted"
"3165",3165,"Not Black","Accepted"
"3166",3166,"Not Black","Accepted"
"3167",3167,"Not Black","Accepted"
"3168",3168,"Not Black","Accepted"
"3169",3169,"Not Black","Accepted"
"3170",3170,"Not Black","Accepted"
"3171",3171,"Not Black","Accepted"
"3172",3172,"Not Black","Accepted"
"3173",3173,"Not Black","Accepted"
"3174",3174,"Not Black","Accepted"
"3175",3175,"Not Black","Accepted"
"3176",3176,"Not Black","Accepted"
"3177",3177,"Not Black","Accepted"
"3178",3178,"Not Black","Accepted"
"3179",3179,"Not Black","Accepted"
"3180",3180,"Not Black","Accepted"
"3181",3181,"Not Black","Accepted"
"3182",3182,"Not Black","Accepted"
"3183",3183,"Not Black","Accepted"
"3184",3184,"Not Black","Accepted"
"3185",3185,"Not Black","Accepted"
"3186",3186,"Not Black","Accepted"
"3187",3187,"Not Black","Accepted"
"3188",3188,"Not Black","Accepted"
"3189",3189,"Not Black","Accepted"
"3190",3190,"Not Black","Accepted"
"3191",3191,"Not Black","Accepted"
"3192",3192,"Not Black","Accepted"
"3193",3193,"Not Black","Accepted"
"3194",3194,"Not Black","Accepted"
"3195",3195,"Not Black","Accepted"
"3196",3196,"Not Black","Accepted"
"3197",3197,"Not Black","Accepted"
"3198",3198,"Not Black","Accepted"
"3199",3199,"Not Black","Accepted"
"3200",3200,"Not Black","Accepted"
"3201",3201,"Not Black","Accepted"
"3202",3202,"Not Black","Accepted"
"3203",3203,"Not Black","Accepted"
"3204",3204,"Not Black","Accepted"
"3205",3205,"Not Black","Accepted"
"3206",3206,"Not Black","Accepted"
"3207",3207,"Not Black","Accepted"
"3208",3208,"Not Black","Accepted"
"3209",3209,"Not Black","Accepted"
"3210",3210,"Not Black","Accepted"
"3211",3211,"Not Black","Accepted"
"3212",3212,"Not Black","Accepted"
"3213",3213,"Not Black","Accepted"
"3214",3214,"Not Black","Accepted"
"3215",3215,"Not Black","Accepted"
"3216",3216,"Not Black","Accepted"
"3217",3217,"Not Black","Accepted"
"3218",3218,"Not Black","Accepted"
"3219",3219,"Not Black","Accepted"
"3220",3220,"Not Black","Accepted"
"3221",3221,"Not Black","Accepted"
"3222",3222,"Not Black","Accepted"
"3223",3223,"Not Black","Accepted"
"3224",3224,"Not Black","Accepted"
"3225",3225,"Not Black","Accepted"
"3226",3226,"Not Black","Accepted"
"3227",3227,"Not Black","Accepted"
"3228",3228,"Not Black","Accepted"
"3229",3229,"Not Black","Accepted"
"3230",3230,"Not Black","Accepted"
"3231",3231,"Not Black","Accepted"
"3232",3232,"Not Black","Accepted"
"3233",3233,"Not Black","Accepted"
"3234",3234,"Not Black","Accepted"
"3235",3235,"Not Black","Accepted"
"3236",3236,"Not Black","Accepted"
"3237",3237,"Not Black","Accepted"
"3238",3238,"Not Black","Accepted"
"3239",3239,"Not Black","Accepted"
"3240",3240,"Not Black","Accepted"
"3241",3241,"Not Black","Accepted"
"3242",3242,"Not Black","Accepted"
"3243",3243,"Not Black","Accepted"
"3244",3244,"Not Black","Accepted"
"3245",3245,"Not Black","Accepted"
"3246",3246,"Not Black","Accepted"
"3247",3247,"Not Black","Accepted"
"3248",3248,"Not Black","Accepted"
"3249",3249,"Not Black","Accepted"
"3250",3250,"Not Black","Accepted"
"3251",3251,"Not Black","Accepted"
"3252",3252,"Not Black","Accepted"
"3253",3253,"Not Black","Accepted"
"3254",3254,"Not Black","Accepted"
"3255",3255,"Not Black","Accepted"
"3256",3256,"Not Black","Accepted"
"3257",3257,"Not Black","Accepted"
"3258",3258,"Not Black","Accepted"
"3259",3259,"Not Black","Accepted"
"3260",3260,"Not Black","Accepted"
"3261",3261,"Not Black","Accepted"
"3262",3262,"Not Black","Accepted"
"3263",3263,"Not Black","Accepted"
"3264",3264,"Not Black","Accepted"
"3265",3265,"Not Black","Accepted"
"3266",3266,"Not Black","Accepted"
"3267",3267,"Not Black","Accepted"
"3268",3268,"Not Black","Accepted"
"3269",3269,"Not Black","Accepted"
"3270",3270,"Not Black","Accepted"
"3271",3271,"Not Black","Accepted"
"3272",3272,"Not Black","Accepted"
"3273",3273,"Not Black","Accepted"
