session,rcid,abstain,yes,no,importantvote,date,unres,amend,para,short,descr,me,nu,di,hr,co,ec
27,1315,21,70,35,0,9/5/72,,0,0,KOREA,"INCLU OF ITEMS \QUES OF KOREA: RPT OF UNCURK\\ & \\""CREATION OF FAVOURABLE CONDITS TO ACCELERATE THE INDEPENDENT & PEACEFUL REUNIFICATION OF KOREA\\"" IN PROV'L AGENDA OF 28TH SESSION.\""""",0,0,0,0,0,0
27,1316,21,65,40,0,12/4/72,R/27/2948A,1,0,CREDENTIALS COMMITTEE,"AMEND TO RES (A/8921 & CORR.1) ADDING PHRASE \EXCEPT WITH REGARD TO THE CREDENTIALS OF THE REPRS OF SOUTH AFRICA.\\""	0	0	0	0	0	0",,,,,,
27,1317,8,111,1,0,12/4/72,R/27/2948B,1,0,CREDENTIALS COMMITTEE,"RES AS AMENDED, APPROVING RPT OF CREDENTIALS COMTE ON CREDENTIALS OF REPRS OF SO. AFRICA.",0,0,0,0,0,0
27,1318,34,25,64,0,12/4/72,R/27/2949A,0,1,MIDDLE EAST,US MOTION FOR SEPARATE VOTE ON OP PARA 8 OF RES (A/L.686/REV.1).,1,0,0,0,0,0
27,1319,31,86,7,0,12/4/72,R/27/2949B,0,0,MIDDLE EAST,"RES, DEPLORING NON-COMPLIANCE OF ISRAEL WITH A/RES/2899 (XXVI) OUTLINING PRINS NECESSARY ESTAB OF JUST & LASTING PEACE IN ME; INVITING ISRAEL DECLARE PUBLICLY ITS ADHERENCE TO PRIN OF NON-ANNEX OF TERRS THRU FORCE; REQ SYG RPT TO SC & GA ON PRO",1,0,0,0,0,0
27,1320,49,63,10,0,12/4/72,R/27/3005B,0,0,"HUMAN RIGHTS, OCCUPIED TERRITORIES","RES, I.A., COMMENDING SPEC COMTE FOR ITS WORK; CALLING UPON GOVT OF ISRAEL TO COMPLY WITH 1949 GENEVA CONV; & REQ SPEC COMTE TO CONT ITS WORK IN CONSULT WITH ICRC & RPT TO SYG.",1,0,0,1,1,0
27,1321,24,95,6,0,12/2/72,R/27/2964A,0,0,UNRWA,"RES, I.A., DEPLORING ISRAELI ACTIONS INVOLVING PHYSICAL & DEMOGRAPHIC STRUCTURE IN GAZA STRIP AS CONTRAVENING PROVS OF GENEVA CONV RE PROTECTION OF CIVILIANS & A/RES/2675(XXV), CALLING UPON ISRAEL TO DESIST FROM SUCH MEASURES FORTHWITH, & TO RE",1,0,0,0,0,0
27,1322,26,93,5,0,12/2/72,R/27/2964B,0,0,UNRWA,"RES, CONSIDERING THE PLIGHT OF THE DISPLACED INHABITANTS CONTS & CALLING ONCE MORE UPON GOVT OF ISRAEL TO TKE IMMEDIATE STEPS FOR RETURN OF THOSE INHABITANTS, & TO DESIST FORTHWITH FROM ALL MEASURES AFFECTING PHYSICAL, GEOGRAPHICAL & DEMOGRAPHI",1,0,0,0,0,0
27,1323,37,67,21,0,12/2/72,R/27/2964C,0,0,UNRWA,"RES AFFIRMING THAT PEOPLE OF PALESTINE ARE ENTITLED TO EQUAL RIGHTS & SELF-DETERM, IN ACCORD WITH UN CHARTER, & THAT FULL RESPECT FOR THEIR INALIENABLE RIGHTS IS AN INDESPENSABLE ELEMENT IN THE ESTAB OF JUST & LASTING PEACE IN THE MIDDLE EAST.",1,0,0,0,0,0
27,1324,7,102,1,0,11/7/72,R/27/2932C,0,0,"OUTER SPACE, PEACEFUL USES","RES, U.A., ADVISING NECESSITY OF ELABORATING PRINS GOVERNING USE BY STATES OF SATELLITES FOR DIRECT TELEVISION BROADCAST WITH VIEW TO CONCLUDING INT'L AGREEMENT & REQ COMTE ON PEACEFUL USES TO UNDERTAKE SUCH ELABORATION SOONEST.",0,0,0,0,0,0
27,1325,8,123,0,0,12/4/72,R/27/2991,0,0,SECURITY COUNCIL,"RES, I.A., TAKING NOTE OF SC RPT FOR PERIOD 6/16/71 TO 6/15/72; CALLING UPON MBR STATES TO ENSURE STRICT APPLIC OF SC DEC IN ACCORD WITH ART 25 OF UN CHARTER; APPEALING TO MBR STATES TO EXPRESS VIEWS ON WAYS & MEANS OF ENHNCING EFFECTIVENESS OF",0,0,0,0,0,0
27,1326,11,113,2,0,12/4/72,R/27/2993,0,0,"INTERNATIONAL PEACE, SECURITY","RES, REAFFIRMING PRINS OF DECL; BELIEVING COORD CONSID OF RELATED ISSUES, E.G., DISARMAMENT, PEACE-KEEPING & ... WLD ENHANCE EFFECTIVENESS OF UN, THUS FACILITATING STRENGTHENING INTL SECURITY; REQ STG SUBMIT RPT ON IMPL TO 2,TH GA, & PLACE THIS",0,0,1,0,0,0
27,1327,41,69,15,0,12/7/72,R/27/3029A,0,0,SEA BED,"RES, I.A., REQ SYG PREPARE STUDY OF EXTENT & ECON SIGNIFICANCE, IN TERMS OF RESOURCES, OF INT'L AREA RESULTING FROM EACH PROPOSAL OF LIMITS OF NAT'L JURISDICTION PRESENTED SO FAR TO COMTE ON PEACEFUL USES OF SEA-BED, ITC., & SUBMIT SAID STUDY N",0,0,0,0,0,0
27,1328,28,100,0,0,12/7/72,R/27/3029B,0,0,SEA BED,"RES, REQ SYG PREP STUDY OF POTENTIAL ECON SIGNIFICANCE FOR RIPARIAN STATES, IN TERMS OF RESOURCES, ON EACH OF PRPSLS ON LIMITS OF NATL JURISDICTION PRES TO SEA-BED COMTE & TO BE PRES WITH STUDY CALLED FOR IN RES B; NOTHING IN PRES RES OR STUDY",0,0,0,0,0,0
27,1329,28,45,50,0,12/7/72,R/27/3016A,0,1,"SOVEREIGNTY, NATURAL RESOURCES","AMED TO RES (A/8963) ADDING LAST PREAMB PARA \BEARING IN MIND THAT THE QUES OF THE LIMITS OF STATES' NAT'L JURISDICTION WILL BE DEALT WITH BY THE FORTHCOMING CONF ON THE LAW OF THE SEA.\\""	0	0	0	0	0	1",,,,,,
27,1330,25,74,26,0,12/7/72,R/27/3016B,0,1,"SOVEREIGNTY, NATURAL RESOURCES","RETENTION OF WORDS \AND IN SUPER-JACENT WATERS\\ IN OP PARA 1 OF RES (A/8963).\""""",0,0,0,0,0,1
27,1331,21,98,3,0,12/7/72,R/27/3016C,0,1,"SOVEREIGNTY, NATURAL RESOURCES",RETENTION OF OP PARA 3 OF RES (A/8963) DECLARING THAT ATTEMPTS BY STATES AIMED AT COERCING OTHER STATES ENGAGED IN THE CHANGE OF THEIR INTERNAL STRUCTURE OR IN EXERCISE OF THEIR SOVEREIGN RIGHTS OVER THEIR NATURAL RESOURCES ARE IN VIOLATION OF,0,0,0,0,0,1
27,1332,22,95,3,0,12/7/72,R/27/3016D,0,1,"SOVEREIGNTY, NATURAL RESOURCES","RETENTION OF OP PARA 4 OF RES (A/8963) CALLING UPON GOVT'S TO CONTINUE EFFORTS AIMED AT IN RELEVANT GA RESOLS, &, IN PARTICULAR OF PRINCIPLES ENUNCIATED IN OP PARAS 1 TO 3 OF SUBJECT RES.",0,0,0,0,0,1
27,1333,21,103,0,0,12/7/72,R/27/3016E,0,0,"SOVEREIGNTY, NATURAL RESOURCES","RES, I.A., REAFFIRMING RIGHT OF STATES TO PERMANENT SOVEREIGHNTY OVER ALL THEIR NATURAL RESOURCES, WHEREVER FOUND;  REAFFIRMING DECL ON PRINS OF INT'L LAW CONCERNING FRIENDLY RELATIONS (A/RES/2625(XXV); & REQ 54TH ECOSOC TO GIVE \HIGHEST PRIORI",0,0,0,0,0,1
27,1334,20,106,0,0,12/7/72,R/27/3019,1,0,U.N. POPULATION FUND,"RES, AS ORALLY REV & AMENDED, I.A., DECIDING TO PLACE UN FUND FOR POP ACTS UNDER AUTHORITY OF GA; GOV COUNCIL OF UNDP SHALL BE GOV BODY OF FUND; REQ 15TH GOV COUNCIL ESTAB NECESSARY FINAN RULES & REGS; SUBMIT ANNUAL RPTS TO ESOSOC & RENEWING IN",0,0,0,0,0,0
27,1335,8,89,25,0,12/1/72,R/27/3035A,0,1,"UNCTAD, LINER CONFERENCES","RETENTION OF WORDS \AND ADOPT A CONVENTION OR ANY OTHER MULTILATERAL LEGALLY BINDING INSTRUMENT ON\\ IN OP PARA 1 OF RES (A/8824/ADD.1).\""""",0,0,0,0,0,0
27,1336,8,91,25,0,12/1/72,R/27/3035B,0,1,"UNCTAD, LINER CONFERENCES","RETENTION OF WORDS \A DRAFT CONVENTION OR ANY OTHER MULTI-LATERAL LEGALLY BINDING INSTRUMENT ON\\ IN OP PARA 3 OF RES (A/8824/ADD.1).\""""",0,0,0,0,0,0
27,1337,28,96,0,0,12/1/72,R/27/3035C,0,0,"UNCTAD, LINER CONFERENCES","REW, REQ SYG CONVENE, UNDER AUSPICES OF UNCTAD, CONF OF PLENIPOTENTS EARLY 1973 TO CONSID & ADOPT CODE; ESTABS 48-MBR PREP COMTE APPTD BU UNCTAD SYG TO PREP DRAFT CODE FOR CONF; 1ST SESS BE CONVENED SOONEST; FINAL SESS 2 MONTHS BEFORE CONF; REC",0,0,0,0,0,0
27,1338,56,39,22,0,12/1/72,R/27/3040A,1,1,"UNCTAD, TRADE AGREEMENTS","ORAL AMEND CALLING FOR DELETION OF WORDS \AND SPECIALLY THE LAND-LOCKED COUNTRIES\\ FROM OP PARA 4(A) OF RES.\""""",0,0,0,0,0,1
27,1339,87,26,2,0,12/1/72,R/27/3040B,1,1,"UNCTAD, TRADE AGREEMENTS",ORAL AMEND CALLING FOR DELETION OF OP PARA 5(D).,0,0,0,0,0,1
27,1340,40,23,56,0,12/1/72,R/27/3040C,1,1,"UNCTAD, TRADE AGREEMENTS",ORAL AMEND CALLING FOR DELETION OF OP PARA 11.,0,0,0,0,0,1
27,1341,7,99,20,0,12/1/72,R/27/3040D,1,0,"UNCTAD, TRADE AGREEMENTS","RES, AS AMENDED, INVITING ALL CONTRACT PARTIES OF GATT GIVE PRIORITY ATTN TO NEEDS OF DEVELOPING COUNTRIES IN ALL STAGES MULTI TRADE NEGOTS; PRESCRIBES GUIDELINES OF NEGOTS; ENDORSING PART K OF UNCTAD RES 82(III), ESP WITH REGARD TO COORD BTW S",0,0,0,0,0,1
27,1342,13,104,6,0,12/1/72,R/27/3041A,0,1,UNCTAD,RETENTION OF OP PARA 16 OF RESOLUTION.,0,0,0,0,0,0
27,1343,24,102,0,0,12/1/72,R/27/3041B,0,1,UNCTAD,RETENTION OF OP PARA 22 OF RESOLUTION.,0,0,0,0,0,0
27,1344,5,121,0,0,12/1/72,R/27/3041C,0,0,UNCTAD,"RES, I.A., ENDORSING RESOLS & DECISIONS OF UNCTAD III; CALLING UPON ALL STATES MBRS OF UNCTAD TO TAKE NECESSARY STEPS TO GIVE EFFECTIVE IMPL TO RESOLS & DECISIONS ADOPTED AT UNCTAD III; & REQ UNCTAD SYG TO CARRY OUT WORK PROGRAM FOR 1973/74 TO",0,0,0,0,0,0
27,1345,37,56,26,0,12/7/72,R/27/3018A,1,1,"POVERTY, UNEMPLOYMENT",AMEND TO RES (A/8963) REPLACING OP PARA 4.,0,0,0,0,0,1
27,1346,9,112,1,0,12/7/72,R/27/3018B,1,0,"POVERTY, UNEMPLOYMENT","RES, AS AMENDED ENDORSING E/RES/1727(LIII); INVITING DEVILOPING COUNTRIES WITH LOW PER CAPITA INCOME TO CREATE NEW EMPLOYMENT, THRU STRUCTURAL REFORMS; & INVITING DEVELOPED COUNTRIES & UN ORGANS GIVE CONSID TO INCREASED CONCESSIONARY AID TO ASS",0,0,0,0,0,1
27,1347,13,111,0,0,12/7/72,R/27/3017,0,0,TRAINED PERSONNEL,"RES, I.A., INVITING SYG PREPARE STUDY IN COOP WITH UN ORGS; TO DRAFT AN ACTION PROGRAM ELABORATED BY COMTE ON SCIENCE & TECH FOR DEV, TO PUT AN END TO & REVERSE THAT PROCESS, ETC; & REGS SYG SUBMIT RPT TO 28TH GA, THRU ECOSOC, & SUBMIT GUIDELIN",0,0,0,0,0,0
27,1348,0,124,0,0,12/1/72,R/27/3036,0,0,"UNCTAD, DEVELOPING COUNTRIES","RES, I.A., ENDORSING RES 62(III) OF 3RD UNCTAD; REQ SPEC AGCIES & OTHER RELEVANT UN ORGS TO ACCELERATE IMPL OF ACTION PROGRAMS IN FAVOR OF LEAST DEVELOPED COUNTRIES; & REQ MBR STATES OF UNCTAD TO IMPL THE SPEC MEASURES CONTAINED IN RES 62 (III)",0,0,0,0,0,1
27,1349,0,124,0,0,12/1/72,R/27/3037,0,0,"UNCTAD, ECON. DUTIES AND RIGHTS","RES, DECIDING TO ENLARGE COMPOSITION OF WORKING GROUP ESTAB UNDER UNCTAD RES 45(III) TO DRAW UP DRAFT CHARTER & AUTHORIZE UNCTAD SYG TO APPOINT 9 ADD MBRS, IN CONSULT WITH MBF GOVTS.",0,0,0,1,0,0
27,1350,1,124,0,0,12/1/72,R/27/3038,0,0,"UNCTAD, PUBLIC OPINION","RES,I.A., DECIDING TO INSTITUTE \WORLD DEVELOPMENT INFORMATION DAY\\, THE DATE COINCIDING WITH 24 OCTOBER, UN DAY; & REQ TDB 5TH SPEC SESS TO OUTLINE A PROGRAM OF EVENTS FOR WDID IN 1973 & TO MAKE SPECIAL PROPOSALS.\""""",0,0,0,0,0,0
27,1351,5,99,18,0,12/1/72,R/27/3039A,0,1,"UNCTAD, EXTERNAL DEBT","RETENTION OF LAST PART OF OP PARA 1 OF RES (A/8824/ADD.1) READING \INCLUDING THE DESIRABILITY & FEASIBILITY OF THE ESTAB & OPERATION OF A SPEC FUND FOR THE FINAN, AND/OR COMPENSATION OF THE INTEREST OF THAT DEBT.\\""	0	0	0	0	0	1",,,,,,
27,1352,20,104,0,0,12/1/72,R/27/3039B,0,0,"UNCTAD, EXTERNAL DEBT","RES, REQ TDB TO STUDY, THRU ITS COMTE ON INVISIBLES, 6TH SESS, PROBS DERIVING FROM BURDEN FOR DEVELOPING COUNTRIES REPRESENTED BY SERVICING OF THEIR EXTERNAL DEBT, ETC; & REQ UNCTAD SYG PREPARE STUDY IN COOP WITH IBRD & IMF TO PRESENT TO 6TH SE",0,0,0,0,0,1
27,1353,22,101,0,0,12/7/72,R/27/3027,0,0,RELIGIOUS INTOLERANCE,"RES, DECIDING GIVE PRIORITY TO COMPLETION OF DECL OF ELIM OF ALL FORMS OF REL INTOLERANCE BEFORE RESUMING CONSID OF INT'6 CONV; REQ SYG TRANSMIT TO STATE MBRS & SPEC AGCIES PREL DRAFTS FOR OBS; SBMT TO 28TH GA ANALYTICAL RPT OF OBS FOR VIEW ADO",0,0,0,0,0,0
27,1354,8,115,0,0,12/7/72,R/27/3022,0,0,"EDUCATION, HUMAN RIGHTS","RES, I.A., NOTING SYG'S RPT ON CHANNELS OF COMMUN WITH YOUTH & INT'L YOUTH ORGS; APPROVING SYG'S RECOM TO CONVENE AD HOC ADV GRP TO ADVISE ON ACTS TO UNDERTAKEN BY UN; REQ SYG TRANSMIT CONCLS OF GRP TO 56TH ECOSOC; & CONSIDERING UN UNIV SERVE A",0,0,0,1,0,0
27,1355,2,105,0,0,12/1/72,R/27/3032A,1,0,"HUMAN RIGHTS, ARMED CONFLICTS","RECOMMENDATION, AS AMENDED, OF COMTE 3, THAT ITEM SHOULD BE INCLUDED IN PROVISIONAL AGENDA OF 28TH GA AS A MATTER OF HIGH PRIORITY.",0,0,0,1,0,0
27,1356,27,38,63,0,12/7/72,R/27/3032B,1,1,"HUMAN RIGHTS, ARMED CONFLICTS",AMEND TO RESOLUTION (A/8966) REPLACING PREAMB PARA 11.,0,0,0,1,0,0
27,1357,25,103,0,0,12/7/72,R/27/3032C,0,0,"HUMAN RIGHTS, ARMED CONFLICTS","RES, URGING GOV'TS & ICRC TO ACHIEVE  RAPPROCHEMENT IN POS TO ENSURE DIPLO CONF WILL ADOPT RULES ON LEGAS ISSUES; REQ SYG ENCOURAGE STUDY & TEACHING OF PRINS OF RESPECT FOR INTL HUMANITARIAN RULES RE ARMED CONFLICTS & PREP SURVEY OF EXIST RULES",0,0,0,1,0,0
27,1358,33,66,27,0,9/5/72,R/27/3034A,0,0,INTERNATIONAL TERRORISM,"INCLUSION OF ITEM \MEASURES TO PREVENT INTL TERRORISM WHICH ENDANGERS ... HUMAN LIVES ... IN AN ATTEMPT TO EFFECT RADICAL CHANGE.\\""	0	0	0	0	0	0",,,,,,
27,1359,22,47,57,0,9/5/72,R/27/3034B,1,1,INTERNATIONAL TERRORISM,"DEMOCRATIC YEMEN AMEND TO PARA 18 OF GENL COMTE RPT BY DELETTING WORDS \SHOULD BE INCLUDED IN AGENDA (27TH)\\ & REPLACED BY \\""SHOULD BE INCLUDED IN PROV AGENDA OF 28TH SESSION...\\""""",0,0,0,0,0,0
27,1360,61,65,0,0,12/7/72,R/27/3034C,1,1,INTERNATIONAL TERRORISM,"AMEND TO REPLACE WORDS \1 JUNE\\ BY \\""10 APRIL\\"" IN OP PARA 7 OF RESOLUTION (A/8969).\""""",0,0,0,0,0,0
27,1361,69,56,1,0,12/7/72,R/27/3034D,1,1,INTERNATIONAL TERRORISM,"AMEND TO REPLACE \FORTY MEMBERS\\ BY \\""THIRTY-FIVE MEMBERS\\"" IN OP PARA 9 OF RESOLUTION (A/8969).\""""",0,0,0,0,0,0
27,1362,17,76,35,0,12/7/72,R/27/3034E,1,0,INTERNATIONAL TERRORISM,"RES, AS AMENDED, EXPRESSING CONCERN INCREASING ACTS OF VIOLENCE WHICH ENDANGER..INVITING STATES CONSID URGENTLY & SBMT TO SYG BY 4/10/73, PRPLS FOR EFFECT SOLN; ESTAB AD HOC COMTE OF 35 MBRS; APPTD BY PRES OF 27TH GA; SBMT RPT ON PRPLS TO 2,TH",0,0,0,0,0,0
27,1363,7,112,0,0,12/1/72,R/27/2959,0,0,DISASTER ASSISTANCE,"RES, DECIDING TO AUTHORIZE SYG TO DRAW ON WORKING CAPITAL FUND IN AMT OF $25,000 IN 1973 FOR ASSIST TO GOVT'S AT THEIR REQUEST, TO MEET NATURAL DISASTERS & CALLING UPON HIM TO EXPLORE MEANS, INCL SUPPORT THRU UNDP, OF MAKING SUBSEQUENT PROV FOR",0,0,0,0,0,1
27,1364,0,119,0,0,12/7/72,R/27/3009,1,0,EMPLOYMENT OF WOMEN,"RES, AS AMENDED, NOTING WITH SATISFACTION APPT OF A WOMAN TO TO POST OF ASST SYG; REQ SYG TO GIVE ANNUAL COMPREHENSIVE DATA ON EMPLOYMENT OF WOMEN IN UN SYSTEM; & CALLING UPON MBR STATES TO PROPOSE AS CANDIDATES FOR SUCH POSITIONS, QUALIFIED WO",0,0,0,1,0,0
27,1365,32,86,0,0,12/7/72,R/27/3011,0,0,CAPITAL PUNISHMENT,"RES, REQ SYG TO SUBMIT RPT TO 54TH ECOSOC UPDATING RPTS OF 1962 & 1967 AS WELL AS INFORMING COUNCIL ON PROGRESS MADE IN COLLECTING INFO REQ IN A/RES/2857(XXVI) & INVITING 54TH ECOSOC TO CONSIDER PRESENT SITUATION & TRENDS OF CAPITAL PUNISHMENT.",0,0,0,0,0,0
27,1366,9,113,0,0,12/7/72,R/27/3012A,0,0,NARCOTICS CONTROL,"RES, I.A., DECLARING THAT MEASURES TO FIGHT DRUG ABUSE MUST BE UNIVERSALLY COORD & THAT FULFILMENT BY DEVELOPING COUNTRIES OF THEIR OBLIGATIONS UNDER SINGLE CONV ON NARCOTIC DRUGS CALLS FOR ADEQUATE TECHNICAL & FINANCIAL ASSISTANCE FROM INT'L C",0,0,0,0,0,0
27,1367,9,111,0,0,12/7/72,R/27/3012B,1,0,NARCOTICS CONTROL,"RES, I.A., CALLING UPON ALL COUNTRIES TO ADHERE TO SINGLE CONV ON NARCOTIC DRUGS, 1961; AMENDING PROTOCOL TO 1961 CONV; & CONV ON PSYCHOTROPIC SUBSTANCES.",0,0,0,0,0,0
27,1368,8,114,0,0,12/7/72,R/27/3013,0,0,DRUG ABUSE CONTROL,"RES, I.A., WELCOMING EXPENDED OPERATIONS OF UN PROGRAM FOR DRUG ABUSE CONTROL & APPEALING TO GOVTS FOR SUSTAINED SUPPORT & VOLUNTARY CONTRIBS TO UN FUND FOR DRUG ABUSE CONTROL.",0,0,0,0,0,0
27,1369,12,108,0,0,12/7/72,R/27/3028,0,0,ADOPTION LAW,"RES, RECALLING UN CONCERN FOR PROBS OF MINORS; COMMENDING WORLD CONF ON ADOPT & FOSTER PLACEMENT FOR CALLING ATTN TO INADEQUATE LEG RE; REQ 23RD SESS OF SOC DEV COMM CONSIDER & MAKE RECOMS TO 28TH GA RE FEASIBILITY OF AN INTL CONF FOR PURPOSE E",0,0,0,0,0,0
27,1370,23,99,5,0,11/1/72,R/27/2908,0,0,"INDEPENDENCE, COLONIAL COUNTRIES","RES, REAFFIRMING RIGHT OF PEOPLES OF TERRS TO SELFDETERM & INDEPENDENCE; APPROVES WORK OF C/24; URGES ALL STATES GIVE EFFECT TO RECOMS OF COMTE; URGING ALL STATES, SPECIAL AGCIES & OTHER ORGA ASSIST NATL LIBERATION MOVEMENTS; WITHHOLD ASSIST TO",0,0,0,0,1,0
27,1371,18,89,8,0,12/1/72,R/27/2955,0,0,SELF-DETERMINATION,"RES, REITERATING RIGHT OF PEOPLE TO SELF-DETERMIN;  CONDEMNING MBRS OF NATO & OTHERS WHO ASSIST PORT & RACIST REGIMES IN SUPPRESSION OF PEOPLE'S ASPIRATIONS; REQ SYG SBMT RPT TO 28TH GA RE ASSIST PROVIDED FROM VOL FUNDS & OTHER ASSIST IN ORDER",0,0,0,0,1,0
27,1372,9,117,2,0,12/3/72,R/27/2978,0,0,"NON SELF GOVERNING TERRITORIES, INFORMATION","RES, I.A., DEPLORING FAILURE OF SOME MBR STATES TO TRANSMIT PROPERLY INFO UNDER ART 73E, CONDEMNING GOVT OF PORT IN THIS REGARD & AGAIN URGING ADMIN POWERS TO TRANSMIT SUCH INFO.",0,0,0,0,1,0
27,1373,15,106,6,0,12/3/72,R/27/2979,0,0,"INDEPENDENCE, ECONOMIC IMPEDIMENTS","RES, CONDEMNING EXPLOITATION OF COL TERRS; REQ ADMIN POWERS PUT END TO ALL SUCH PRACTICES, PARTICULARLY PARTIC IN CABORA BASSA & CUNENE RIVER BASIN PROJECTS; TO APPLY IN EACH TERR UNIFORM SYSTEM OF WAGES WITHOUT DISCRIM.",0,0,0,0,1,1
27,1374,24,98,4,0,12/3/72,R/27/2980,0,0,"INDEPENDENCE, COLONIAL COUNTRIES","RES, REITERATING APPEAL FOR FULL COOP WITH OAU TO PLAN PROGRAMS TO ASSIST PEOPLES OF TERRS, ASSIST REFUGEES; & URGING ALL WITHHOLD FINAN, ... AID FROM GOVTS OF PORT, SO. AFRICA, & SO. RHODESIA UNTIL THEY RENOUNCE DISCRIM POLICIES.",0,0,0,0,1,0
27,1375,26,84,10,0,12/3/72,R/27/2983,0,0,SPANISH SAHARA,"RES, INVITING ADMIN POWER TO DETERMINE PRODECURES FOR HOLDING REFERENDUM IN TERR; TO PERMIT RETURN OF POLITICAL EXILES TO TERR; REQ SYG TO SEND SPECIAL MISSION TO SPANISH SAHARA TO ASSIST IN IMPL OF RELEVANT GA RESOLS, ESP IN REGARD TO UN PARTI",0,0,0,0,0,0
27,1376,17,100,4,0,12/3/72,R/27/2984,0,0,"INDEPENDENCE, COLONIAL COUNTRIES","RES, REAFFIRMING RIGHT OF PEOPLES OF TERRS TO SELFDETERMINE  & INDEPENDENCE; DEPRECATING ANY ATTEMPT TO DESTROY TERR INTEGRITY OF TERRS & ESTAB OF MIL BASES THEREIN; CALLING UPON ADMIN POWERS PERMIT ACCESS TO TERRS BY VM; DISCONT FURTHER NUCLEA",0,1,0,0,1,0
27,1377,15,103,4,0,12/3/72,R/27/2985,0,0,SEYCHELLES,"RES, REAFFIRMING RIGHT OF POEPLE OF SEYCHELLES TO SELF-DETERMIN & INDEPENDENCE IN CONFORMITY WITH A/RES/1514(XV) & REQ ADMIN POWER TO RECEIVE UN SPEC MISSION ENVISAGED UNDER TERMS OF A/RES/2866(XXVI) WITH VIEW TO MAKING NECESSARY ARRANGEMENTS F",0,0,0,0,0,0
27,1378,0,119,0,0,12/3/72,R/27/2986,0,0,NIUE & TOKELAU ISLANDS,"RES, REAFFIRMING RIGHTS OF PEOPLES TO SELF-DETERMIN; EXPRESSING APPRECIATION OF COOP EXTENDED TO UN BY ADMIN POWER & EXPRESSING HOPE FORTHCOMING CONSTL TALKS BETW ADMIN POWER & REPRS OF PEOPLES WILL RESULT IN EARLY REALIZATION OF ASPIRATIONS OF",0,0,0,0,0,0
27,1379,3,117,0,0,12/3/72,R/27/2987,0,0,SIX CARIBBEAN COUNTRIES,"RES, NOTING CHAPT OF SPECIAL COMTE'S RPT RE ANTIGUA, DOMINICA, GRENADA, ST. KITTS-NEVIS-ANGUILLA, ST. LUCIA & ST. VINCENT & REQ SPECIAL COMTE GIVE CONSID TO QUESTION IN ACCORD WITH PROVISIONS OF RELEVANT RESOLS OF GA & RPT TO 28TH GA.",0,0,0,0,0,0
27,1380,1,121,1,0,11/7/72,R/27/2922A,0,0,APARTHEID,"RES, EXPRESSING GRAVE INDIGNATION & CONCERN OVER MALTREATMENT & TORTURE OF OPPONENTS OF APARTHEID IN SO. AFRICA & REQ SPECIAL COMTE FOLLOW SITUATION IN ORDER TAKE APPROPRIATE STEPS TO PROMOTE INTL COMPAIGN FOR PURPOSE OF PUTTING END TO THIS TRE",0,0,0,1,0,0
27,1381,1,122,1,0,11/7/72,R/27/2922B,0,0,"SOUTH AFRICA, UN TRUST FUND","RES, I.A., APPEALING TO ALL FOR CONTRIBS TO TRUST FUND & REQ SYG & COMTE OF TRUSTEES TO CONTINUE EFFORTS TO OBTAIN INCREASED CONTRIBS FROM GOVERNMENTAL & NON-GOVERNMENTAL SOURCES TO THE TRUST FUND.",0,0,0,0,0,0
27,1382,8,115,2,0,11/7/72,R/27/2922C,0,0,APARTHEID,"RES, REQ SPECIAL COMTE ON APARTHEID HOLD CONSULTATIONS WITH MBRS OF LIBERATION MOVEMENTS RECOGNIZED BY OAU TO CONSIDER WAYS TO INTENSIFY INTL ACTION AGAINST APARTHEID & RPT TO 28TH GA ON IMPL BY STATES OF UN RESOLS ON APARTHEID.",0,0,0,1,0,0
27,1383,5,119,1,0,11/7/72,R/27/2922D,0,0,APARTHEID,"RES, I.A., REQ SYG TO INTENSIFY DISSEMINATION OF INFO ON APARTHEID THRU ALL MEDIA & REQ SPECIAL AGENCIES CONCERNED, ESP UNESCO & ILO, TO COOP CLOSELY WITH OFFICE OF PUBLIC INFO & UNIT ON APARTHEID TO THIS END.",0,0,0,1,0,0
27,1384,21,100,4,0,11/7/72,R/27/2923A,0,0,"APARTHEID, BANTUSTANS","RES, I.A., CONDEMNING GOVT OF SO. AFRICA FOR CONTINUING IMPL OF POLICY OF APARTHEID & ESTAB OF \BANTUSTANS\\, & PROVIDING FOR ACTION BY GOVTS, UN BODIES & OTHERS TO COMBAT THIS EVIL BY OBSERVING ARMS EMBARGO, APPLICATION OF ECON & OTHER SANCTIO""",0,0,1,1,0,0
27,1385,6,105,2,0,12/2/72,R/27/2923B,0,0,APARTHEID,"RES, WELCOMING DECISION BY WORKERS' GROUP AT INT'L LABOR CONF TO CONVENE, IN GENEVA, IN 1973, AN INT'L CONF OF TRADE UNIONS TO WORK OUT COMMON PROGRAM AGAINST APARTHEID, & AUTHORIZING SYG TO REIMBURSE COSTS NECESSARY TO ENABLE PARTIC OF UP TO 5",0,0,0,1,0,0
27,1386,0,124,2,0,12/7/72,R/27/3030,0,0,NAMIBIA,"RES, DECIDING ALLOCATE TO UN FUND FOR NAMIBIA $100,000 FR 1973 REG UN BUDGET; INVITING GOVTS APPEAL FOR VOL CONTRIBS; URGES SYG IMPL MEASURES IN HIS RPT SOON AS FUNDS AVAILABLE; AUTHORIZES SYG MAKE ARRANGEMENTS FOR ADMIN & SUPERV OF FUND WITH A",0,0,0,0,0,0
